"Topic","Label","DisambiguatedLabel","Definition","OriginalDefinition","Comment","Namespace","TermBasis","TermGroup","HappinessIndex","SeeAlso","Example","DateCreated","LastModified","Type","PreviousVersion","Contributor","Creator","Coverage","Domain","Range","FieldType","FieldSize","FieldValue","FieldTooltip","FieldAttributes","SameAs","Equivalent","META:CREATEINFO.author","META:CREATEINFO.date","info.author","info.date","info.version","parent.name","preferences[name='PERM_ID_MD5'].value"
"TaxonProfile/Definitions.FlOz_Status","status","","&lt;[[FlOz_Status][status]]&gt; has two values doubtful and hybrid e.g. &lt;[[FlOz_Status][status]]&gt;doubtful&lt;/[[FlOz_Status][status]]&gt; is used for the listing of doubtful or dubious names in the Flora of Australia","&lt;[[FlOz_Status][status]]&gt; has two values doubtful and hybrid e.g. &lt;[[FlOz_Status][status]]&gt;doubtful&lt;/[[FlOz_Status][status]]&gt; is used for the listing of doubtful or dubious names in the Flora of Australia","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033200","BaseUserMapping_333","1304790129","16","FlOz_NameInfo","054bdf872a5ee2bc56f12a56c78eb8d1"
"TaxonProfile/Definitions.FlOz_Subsp","subsp","","&lt;[[FlOz_Subsp][subsp]]&gt; is the [[FlOz_Name][name]] of the subspecies (used only when the [[FlOz_Taxon][taxon]] [[FlOz_Name][name]] includes another infraspecific [[FlOz_Name][name]] [[FlOz_I][i]].e. with &lt;[[FlOz_Rank][rank]]&gt; = [[FlOz_Var][var]]. or f.. Not used when &lt;[[FlOz_Rank][rank]]&gt; = [[FlOz_Subsp][subsp]].","&lt;[[FlOz_Subsp][subsp]]&gt; is the [[FlOz_Name][name]] of the subspecies (used only when the [[FlOz_Taxon][taxon]] [[FlOz_Name][name]] includes another infraspecific [[FlOz_Name][name]] [[FlOz_I][i]].e. with &lt;[[FlOz_Rank][rank]]&gt; = [[FlOz_Var][var]]. or f.. Not used when &lt;[[FlOz_Rank][rank]]&gt; = [[FlOz_Subsp][subsp]].","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033218","BaseUserMapping_333","1304790130","14","FlOz_NameInfo","027b684a78a4389710d1ffc7f6a164b5"
"TaxonProfile/Definitions.FlOz_Synonym","synonym","","&lt;[[FlOz_Synonym][synonym]]&gt; includes all synonyms and related information of a &lt;[[FlOz_Name][name]]&gt; that are based on one [[FlOz_Type][type]]. Within &lt;[[FlOz_Synonym][synonym]]&gt; there are three different kinds in the Flora of Australia as shown below. This tag does not include any free text, only elements 1. Nomenclatural synonyms 2. Taxonomic synonyms Sequences are used where there are synonyms with different types 3. Misapplied names","&lt;[[FlOz_Synonym][synonym]]&gt; includes all synonyms and related information of a &lt;[[FlOz_Name][name]]&gt; that are based on one [[FlOz_Type][type]]. Within &lt;[[FlOz_Synonym][synonym]]&gt; there are three different kinds in the Flora of Australia as shown below. This tag does not include any free text, only elements 1. Nomenclatural synonyms 2. Taxonomic synonyms Sequences are used where there are synonyms with different types 3. Misapplied names","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033242","BaseUserMapping_333","1304790130","14","FlOz_Synonymy","9a09cae9a0ef39feb9a87665c6458b7b"
"TaxonProfile/Definitions.FlOz_SynonymInfo","synonym_info","","&lt;[[FlOz_SynonymInfo][synonym_info]]&gt; includes all information about the [[FlOz_Name][name]], [[FlOz_Author][author]] and publication of the [[FlOz_Synonym][synonym]]s. This field could be further broken up for databasing, but we intend to link the Flora of Australia Online to the nomenclature of the Australian Plant Census so the additional work in splitting the data was not justified e.g. &lt;[[FlOz_Synonymy][synonymy]]&gt;&lt;[[FlOz_Synonym][synonym]] kind=""""tax"""" [[FlOz_Seq][seq]]=""""1""""&gt;&lt;[[FlOz_SynonymInfo][synonym_info]]&gt;&lt;[[FlOz_I][i]]&gt;Grevillea chrysodendron&lt;/[[FlOz_I][i]]&gt; R.Br.,&lt;[[FlOz_I][i]]&gt;Trans. Linn. Soc. London&lt;/[[FlOz_I][i]]&gt; 10: 176 (1810), as &lt;[[FlOz_I][i]]&gt;Grevillea Chrysodendrum&lt;/[[FlOz_I][i]]&gt;; &lt;[[FlOz_I][i]]&gt;Grevillea pteridifolia&lt;/[[FlOz_I][i]]&gt; [[FlOz_Var][var]]. &lt;[[FlOz_I][i]]&gt;typica&lt;/[[FlOz_I][i]]&gt; Domin, &lt;[[FlOz_I][i]]&gt;Biblioth. Bot.&lt;/[[FlOz_I][i]]&gt; 89: 33 (1921), &lt;[[FlOz_I][i]]&gt;nom. illeg.&lt;/[[FlOz_I][i]]&gt;&lt;/[[FlOz_SynonymInfo][synonym_info]]&gt;&lt;[[FlOz_Type][type]]&gt;...","&lt;[[FlOz_SynonymInfo][synonym_info]]&gt; includes all information about the [[FlOz_Name][name]], [[FlOz_Author][author]] and publication of the [[FlOz_Synonym][synonym]]s. This field could be further broken up for databasing, but we intend to link the Flora of Australia Online to the nomenclature of the Australian Plant Census so the additional work in splitting the data was not justified e.g. &lt;[[FlOz_Synonymy][synonymy]]&gt;&lt;[[FlOz_Synonym][synonym]] kind=""""tax"""" [[FlOz_Seq][seq]]=""""1""""&gt;&lt;[[FlOz_SynonymInfo][synonym_info]]&gt;&lt;[[FlOz_I][i]]&gt;Grevillea chrysodendron&lt;/[[FlOz_I][i]]&gt; R.Br.,&lt;[[FlOz_I][i]]&gt;Trans. Linn. Soc. London&lt;/[[FlOz_I][i]]&gt; 10: 176 (1810), as &lt;[[FlOz_I][i]]&gt;Grevillea Chrysodendrum&lt;/[[FlOz_I][i]]&gt;; &lt;[[FlOz_I][i]]&gt;Grevillea pteridifolia&lt;/[[FlOz_I][i]]&gt; [[FlOz_Var][var]]. &lt;[[FlOz_I][i]]&gt;typica&lt;/[[FlOz_I][i]]&gt; Domin, &lt;[[FlOz_I][i]]&gt;Biblioth. Bot.&lt;/[[FlOz_I][i]]&gt; 89: 33 (1921), &lt;[[FlOz_I][i]]&gt;nom. illeg.&lt;/[[FlOz_I][i]]&gt;&lt;/[[FlOz_SynonymInfo][synonym_info]]&gt;&lt;[[FlOz_Type][type]]&gt;...","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033266","BaseUserMapping_333","1304790131","15","FlOz_Synonym","769dc85c3b26ebf9857370e8a8b86050"
"TaxonProfile/Definitions.FlOz_Synonymy","synonymy","","&lt;[[FlOz_Synonymy][synonymy]]&gt; includes all synonyms of a &lt;[[FlOz_Name][name]]&gt;. This tag does not include any free text, only elements","&lt;[[FlOz_Synonymy][synonymy]]&gt; includes all synonyms of a &lt;[[FlOz_Name][name]]&gt;. This tag does not include any free text, only elements","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033287","BaseUserMapping_333","1304790131","14","FlOz_TaxonDescription","da25c0490ea3e619ac625fa06df0fd40"
"TaxonProfile/Definitions.FlOz_Taxon","taxon","","&lt;[[FlOz_Taxon][taxon]]&gt; tag is used at the beginning and end of every new plant [[FlOz_Name][name]] element (e.g. every [[FlOz_Family][family]], every [[FlOz_Genus][genus]], every [[FlOz_Species][species]] etc). The end tag is not applied until after the last child in the hierarchy. This tag does not include any free text, only elements","&lt;[[FlOz_Taxon][taxon]]&gt; tag is used at the beginning and end of every new plant [[FlOz_Name][name]] element (e.g. every [[FlOz_Family][family]], every [[FlOz_Genus][genus]], every [[FlOz_Species][species]] etc). The end tag is not applied until after the last child in the hierarchy. This tag does not include any free text, only elements","","FlOz","","ProfileMetadata","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033308","BaseUserMapping_333","1304790132","15","FlOz_Volume","c492bf9370feb349ac18f7ed23ab43c9"
"TaxonProfile/Definitions.FlOz_TaxonDescription","taxon_description","","&lt;[[FlOz_TaxonDescription][taxon_description]]&gt; tag encloses all information relating to just one plant [[FlOz_Name][name]] (regardless of the [[FlOz_Rank][rank]]). This tag does not include any free text, only elements","&lt;[[FlOz_TaxonDescription][taxon_description]]&gt; tag encloses all information relating to just one plant [[FlOz_Name][name]] (regardless of the [[FlOz_Rank][rank]]). This tag does not include any free text, only elements","XPath: volume/taxon/taxon_description","FlOz","","Knowledge","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033341","BaseUserMapping_333","1304790132","15","FlOz_Taxon","58afc7cbe17d7c283866f0a151ec9ac2"
"TaxonProfile/Definitions.FlOz_Title","title","","&lt;[[FlOz_Title][title]]&gt; delivers as a heading online. In the majority of cases it is the same as the &lt;[[FlOz_Name][name]]&gt;, however in some cases it combines more information and a combination of formatting (capitals etc). It was more convenient in the Flora of Australia Online to make a new &lt;[[FlOz_Title][title]]&gt; tag than combine the different elements to accommodate instances such as &lt;[[FlOz_Title][title]]&gt;!PROTEACEAE subfam. !PERSOONIOIDEAE&lt;/[[FlOz_Title][title]]&gt;","&lt;[[FlOz_Title][title]]&gt; delivers as a heading online. In the majority of cases it is the same as the &lt;[[FlOz_Name][name]]&gt;, however in some cases it combines more information and a combination of formatting (capitals etc). It was more convenient in the Flora of Australia Online to make a new &lt;[[FlOz_Title][title]]&gt; tag than combine the different elements to accommodate instances such as &lt;[[FlOz_Title][title]]&gt;!PROTEACEAE subfam. !PERSOONIOIDEAE&lt;/[[FlOz_Title][title]]&gt;","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033365","BaseUserMapping_333","1304790133","16","FlOz_TaxonDescription","852ac75e4ac0bbe6fc0078b7209ed82f"
"TaxonProfile/Definitions.FlOz_Type","type","","&lt;[[FlOz_Type][type]]&gt; is used where there are synonyms and includes all information about the [[FlOz_Type][type]] location, collector and herbaria where the [[FlOz_Type][type]] is lodged. If there are no synonyms, then this [[FlOz_Type][type]] information is coded in the &lt;[[FlOz_Typification][typification]]&gt; tag (see earlier) e.g. ...&lt;/[[FlOz_SynonymInfo][synonym_info]]&gt;&lt;[[FlOz_Type][type]]&gt;T: &#145;In Novae Hollandiae ora septentrionali; Carpentaria; prope littora&#146; [[[FlOz_Protologue][protologue]]]; lecto: Carpentaria. Islands g. g2. h. Arnhem. South Bay [N.T., c. 18 Dec. 1802], &lt;[[FlOz_I][i]]&gt;R.Brown&lt;/[[FlOz_I][i]]&gt;; lecto: BM, &lt;[[FlOz_I][i]]&gt;fide&lt;/[[FlOz_I][i]]&gt; D.J.McGillivray & R.O.Makinson, &lt;[[FlOz_I][i]]&gt;Grevillea&lt;/[[FlOz_I][i]]&gt; 436 (1993).&lt;/[[FlOz_Type][type]]&gt;&lt;/[[FlOz_Synonym][synonym]]&gt;...","&lt;[[FlOz_Type][type]]&gt; is used where there are synonyms and includes all information about the [[FlOz_Type][type]] location, collector and herbaria where the [[FlOz_Type][type]] is lodged. If there are no synonyms, then this [[FlOz_Type][type]] information is coded in the &lt;[[FlOz_Typification][typification]]&gt; tag (see earlier) e.g. ...&lt;/[[FlOz_SynonymInfo][synonym_info]]&gt;&lt;[[FlOz_Type][type]]&gt;T: &#145;In Novae Hollandiae ora septentrionali; Carpentaria; prope littora&#146; [[[FlOz_Protologue][protologue]]]; lecto: Carpentaria. Islands g. g2. h. Arnhem. South Bay [N.T., c. 18 Dec. 1802], &lt;[[FlOz_I][i]]&gt;R.Brown&lt;/[[FlOz_I][i]]&gt;; lecto: BM, &lt;[[FlOz_I][i]]&gt;fide&lt;/[[FlOz_I][i]]&gt; D.J.McGillivray & R.O.Makinson, &lt;[[FlOz_I][i]]&gt;Grevillea&lt;/[[FlOz_I][i]]&gt; 436 (1993).&lt;/[[FlOz_Type][type]]&gt;&lt;/[[FlOz_Synonym][synonym]]&gt;...","","FlOz","","Specimens","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033386","BaseUserMapping_333","1304790133","14","FlOz_Synonym","6927e658a0869874659a22619efd3bd7"
"TaxonProfile/Definitions.FlOz_Typification","typification","","&lt;[[FlOz_Typification][typification]]&gt; is only used where there are no synonyms. Where there are synonyms the &lt;[[FlOz_Type][type]]&gt; tag is used instead. It includes all information relating to the [[FlOz_Typification][typification]] of the [[FlOz_Name][name]] element. It is not further divided into publication etc details. e.g. for a [[FlOz_Genus][genus]]: &lt;[[FlOz_Typification][typification]]&gt;Type: &lt;[[FlOz_I][i]]&gt;Placospermum coriaceum&lt;/[[FlOz_I][i]]&gt; C.T.White & W.D.Francis&lt;/[[FlOz_Typification][typification]]&gt; e.g. for a [[FlOz_Species][species]] &lt;[[FlOz_Typification][typification]]&gt;T: Stringy Bark Ranges, Vic., &lt;[[FlOz_I][i]]&gt;F.Mueller&lt;/[[FlOz_I][i]]&gt;; syn: K; Mitta Mitta R., Vic., &lt;[[FlOz_I][i]]&gt;F.Mueller&lt;/[[FlOz_I][i]]&gt;; syn: K, !MEL; Genoa R., Vic., &lt;[[FlOz_I][i]]&gt;F.Mueller&lt;/[[FlOz_I][i]]&gt;; syn: !MEL, NY.&lt;/[[FlOz_Typification][typification]]&gt;","&lt;[[FlOz_Typification][typification]]&gt; is only used where there are no synonyms. Where there are synonyms the &lt;[[FlOz_Type][type]]&gt; tag is used instead. It includes all information relating to the [[FlOz_Typification][typification]] of the [[FlOz_Name][name]] element. It is not further divided into publication etc details. e.g. for a [[FlOz_Genus][genus]]: &lt;[[FlOz_Typification][typification]]&gt;Type: &lt;[[FlOz_I][i]]&gt;Placospermum coriaceum&lt;/[[FlOz_I][i]]&gt; C.T.White & W.D.Francis&lt;/[[FlOz_Typification][typification]]&gt; e.g. for a [[FlOz_Species][species]] &lt;[[FlOz_Typification][typification]]&gt;T: Stringy Bark Ranges, Vic., &lt;[[FlOz_I][i]]&gt;F.Mueller&lt;/[[FlOz_I][i]]&gt;; syn: K; Mitta Mitta R., Vic., &lt;[[FlOz_I][i]]&gt;F.Mueller&lt;/[[FlOz_I][i]]&gt;; syn: K, !MEL; Genoa R., Vic., &lt;[[FlOz_I][i]]&gt;F.Mueller&lt;/[[FlOz_I][i]]&gt;; syn: !MEL, NY.&lt;/[[FlOz_Typification][typification]]&gt;","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033405","BaseUserMapping_333","1304790134","17","FlOz_TaxonDescription","a7d1602e2843b5704db9c2233e2374dc"
"TaxonProfile/Definitions.FlOz_Var","var","","&lt;[[FlOz_Var][var]]&gt; is the [[FlOz_Name][name]] of the variety (used only when the [[FlOz_Taxon][taxon]] [[FlOz_Name][name]] includes an infraspecific [[FlOz_Name][name]] at &lt;[[FlOz_Rank][rank]]&gt; = f. Not used when &lt;[[FlOz_Rank][rank]]&gt; = Explanation included for tag names, elements etc used in the Flora of Australia Online xml schema [[FlOz_Subsp][subsp]]. or [[FlOz_Var][var]].","&lt;[[FlOz_Var][var]]&gt; is the [[FlOz_Name][name]] of the variety (used only when the [[FlOz_Taxon][taxon]] [[FlOz_Name][name]] includes an infraspecific [[FlOz_Name][name]] at &lt;[[FlOz_Rank][rank]]&gt; = f. Not used when &lt;[[FlOz_Rank][rank]]&gt; = Explanation included for tag names, elements etc used in the Flora of Australia Online xml schema [[FlOz_Subsp][subsp]]. or [[FlOz_Var][var]].","","FlOz","","Nomenclature","5","","","","","","","","","","","","richtext","","","","","","","PaulHarvey","1264033425","BaseUserMapping_333","1304790134","14","FlOz_NameInfo","67032c2f754418604887de72853ad2d7"
"TaxonProfile/Definitions.FlOz_Volume","volume","","The Volume tag is the root element and it is used once only at beginning and end of a treatment (volume/family etc). This tag does not include any free text, only elements","The Volume tag is the root element and it is used once only at beginning and end of a treatment (volume/family etc). This tag does not include any free text, only elements","","FlOz","","ProfileMetadata","","","","","","","","","","","","","text","","","","","","","PaulHarvey","1264033450","BaseUserMapping_333","1304790134","13","FlOz","8f251a0d4671aa2d4948d4a9516c5452"
"TaxonProfile/Definitions.FlOz_VolumeFigure","volume_figure","","volume_figure is the volume number of the Flora of Australia. It is qualified by a name element e.g. volume_figure name=""16"" indicates the line-art is from Flora of Australia volume 16 This tag does not include any free text, only elements ","volume_figure is the volume number of the Flora of Australia. It is qualified by a name element e.g. volume_figure name=""16"" indicates the line-art is from Flora of Australia volume 16 This tag does not include any free text, only elements ","","FlOz","FlOz","Illustration","5","","","21 Jan 2010 - 11:24","26 Mar 2010 - 10:54","","<a href=","<a href=","<a href=","","","","text","","","","","","","PaulHarvey","1264033474","BaseUserMapping_333","1304790135","12","FlOz","47fd76f0c07cc87b1fb14e2733b04b61"
"TaxonProfile/Definitions.FloraNAm_Description","Description","","Information and discussion of morphological characteristics of the taxon","","","FloraNAm","","Knowledge","1","","Herbs 20-75[-200+] cm, usually rhizomatous and/or roots notably fleshy or thickened. Leaves (excluding clasping, scalelike structures proximal to leaves proper) mostly 5-12 per shoot. Inflorescences: flowers nodding [erect], sometimes surpassed by foliage or individual flower overtopped by &plusmn; leaflike bract. Flowers often fragrant, showy; sepals usually persistent, usually green or purplish; petals dark red to purplish, almost black, or maroon to bronze [pink, red, white, yellow], usually with contrasting margins. Follicles usually &plusmn; leathery. Seeds relatively large. x = 5.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297315170","BaseUserMapping_333","1304790135","2","FloraNAm","5c33e92d5d30b489a67a640aacf2b4ef"
"TaxonProfile/Definitions.FloraNAm_Horticulture","Horticulture","","Information and discussion of the horticultural uses of the taxon.","","","FloraNAm","","Knowledge","1","","Peonies have been cultivated for centuries for horticultural and medicinal uses. Hundreds of ""single"" and ""double"" cultivars are available in the horticultural trade. Cultivars of Paeonia lactiflora Pallas (petals mostly white to pink), P. officinalis Linnaeus (follicles tomentose), and P. suffruticosa Andrews (plants &plusmn; shrubby) may be found in the flora area as escapes from cultivation.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297315751","BaseUserMapping_333","1304790135","2","FloraNAm","7e0699855b434b62b54cdbe1147a6a77"
"TaxonProfile/Definitions.FloraNAm_Key","Key","","Information and discussion of the morphological characteristics of subtaxa available from Flora of North America","","","FloraNAm","","Nomenclature","1","","1\tPlants 20-40 cm; leaves usually 5-8 per shoot, bases of primary divisions notably narrowed (stalklike), ultimate divisions mostly elliptic to obovate, apices usually obtuse to rounded, surfaces usually &plusmn; glaucous; petals orbiculate, usually shorter than inner sepals.\t \t1 Paeonia brownii<br/>+\tPlants 35-75 cm; leaves usually 7-12 per shoot, bases of primary divisions not notably narrowed (not stalklike), ultimate divisions linear to spatulate, apices usually acute, surfaces not notably glaucous; petals elliptic, usually longer than inner sepals.\t \t2 Paeonia californica","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297316265","BaseUserMapping_333","1304790135","2","FloraNAm","3e78c712b1b1705cfc6d015c8f1e2281"
"TaxonProfile/Definitions.FloraNAm_LowerTaxa","Lower Taxa","","Information of the subtaxa available from the Flora of North America","","Only includes links to taxon profiles within the Flora of North America (www.efloras.org) domain, other lower taxa may be accessed from ","FloraNAm","","Nomenclature","1","","Paeonia brownii Douglas ex Hooker\r\nPaeonia californica Nuttall","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297316982","BaseUserMapping_333","1304790136","2","FloraNAm","9ce7131c1600a7af61e98833c01c3055"
"TaxonProfile/Definitions.FloraNAm_MeaningOfName","Meaning of name","","The origin and meaning of the taxon name","None","","FloraNAm","","Notes","1","","Peony [Greek Paeon, physician to the gods, who supposedly used the plant medicinally]","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297314707","BaseUserMapping_333","1304790136","2","FloraNAm","8e79f7c58c3f9f0d9d7fde7c06e7d323"
"TaxonProfile/Definitions.FloraNAm_Protologue","Protologue","","A citation to the publication of the taxon name.","","Includes taxon name, advise divide into two FloraNAm terms FloraNAm_TaxonName and FloraNAm_Protologe alternatively rename FloraNAm_Protologue to FloraNAm_TaxonConcept.","FloraNAm","","Nomenclature","1","","Paeonia Linnaeus, Sp. Pl. 1: 530. 1753; Gen. Pl. ed. 5, 235. 1754.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297313543","BaseUserMapping_333","1304790136","2","FloraNAm","38a9d8c7161aa841fef1a89b6da8fef2"
"TaxonProfile/Definitions.FloraNAm_RelatedLinks","Related Links","","References to additional information related to the taxon, similar to SeeAlso","","","FloraNAm","","ProfileMetadata","1","","*Treatments in Other Floras @ www.efloras.org*\r\n   * [[http://www.efloras.org/florataxon.aspx?flora_id=110&taxon_id=123659][Annotated Checklist of the Flowering Plants of Nepal]]\r\n   * [[http://www.efloras.org/florataxon.aspx?flora_id=3&taxon_id=123659][Chinese Plant Names]]\r\n   * [[http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=123659][Flora of China]]\r\n   * [[http://www.efloras.org/florataxon.aspx?flora_id=5&taxon_id=123659][Flora of Pakistan]]\r\n   * [[http://www.efloras.org/florataxon.aspx?flora_id=120&taxon_id=123659][Ornamental Plants From Russia And Adjacent States Of The Former Soviet Union]]\r\n   * [[http://www.efloras.org/florataxon.aspx?flora_id=600&taxon_id=123659][South China Botanical Garden Herbarium]]\r\n   * [[http://www.efloras.org/florataxon.aspx?flora_id=601&taxon_id=123659][South China Botanical Garden Herbarium Type Specimens]]\r\n*Other Databases* \r\n   * [[http://mobot.mobot.org/cgi-bin/search_pick?name=Paeonia][W&sup3;TROPICOS]]\r\n   * [[http://www.ipni.org/ipni/IpniServlet?family=&infrafamily=&genus=Paeonia&infragenus=&species=&infraspecies=&author_abbrev=&publication_title=&is_apni_record=on&is_gci_record=on&is_ik_record=on&include_authors=on&include_basionym_authors=on&query_type=by_query][IPNI]]\r\n   * [[http://botany.si.edu/ing/INGsearch.cfm?searchWord=Paeonia][ING Genus Search]]","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297318584","BaseUserMapping_333","1304790136","2","FloraNAm","a04e488886405e319a0aa2d50b804b5d"
"TaxonProfile/Definitions.FloraNAm_RelatedObjects","Related Objects","","Links to other resources within the domain of Flora of North America, such as illustrations or Portable document file (!PDF) extracts.","","","FloraNAm","","Knowledge","1","","   * Illustration: Illustration\r\n   * *Flora of China*: !PDF File !PDF","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297317521","BaseUserMapping_333","1304790137","3","FloraNAm","9ad426f6c8d11aeb24b9c21d0e244c82"
"TaxonProfile/Definitions.FloraNAm_SelectedReference","Selected reference","","A citation to the reference used in the compilation of the taxon profile.","","","FloraNAm","","ProfileMetadata","1","","Stern, F. C. 1946. A Study of the Genus Paeonia. London.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297315901","BaseUserMapping_333","1304790137","3","FloraNAm","bffc1d2188d6672f1cca3b7041dd2341"
"TaxonProfile/Definitions.FloraNAm_Source","Source","Citation","Flora of North America volume and page number","","","FloraNAm","","ProfileMetadata","1","","FNA Vol. 8 Page 3","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297312978","BaseUserMapping_333","1304790137","2","FloraNAm","dd64b681a8f0c90c0a2e5a4ebf34d0b2"
"TaxonProfile/Definitions.FloraNAm_Subtaxa","Subtaxa","","Number and rank of the taxa occurring at a lower rank classification than the taxon, also indication of distribution. ","","","FloraNAm","","Phylogeny","1","","Species ca. 30 (2 in the flora): w United States, nw Mexico, Eurasia.","","","","","","","","","","richtext","","","","","","","PaulAlexander","1297315436","BaseUserMapping_333","1304790137","2","FloraNAm","da8b5cb702211c7ac60f6a0262e8bece"
"TaxonProfile/Definitions.FoA_AsName","as_name","","&lt;[[FoA_AsName][as_name]]&gt; indicates it was published as the &lt;[[FoA_Name][name]]&lt; indicated. Normally this element will be nested within &lt;[[FoA_Protologue][protologue]]&gt;. However where there is no &lt;[[FoA_Protologue][protologue]]&gt; then it is placed under &lt;[[FoA_NameInfo][name_info]]&gt; e.g. &lt;[[FoA_NameInfo][name_info]]&gt;&lt;[[FoA_Rank][rank]]&gt;sp.&lt;/[[FoA_Rank][rank]]&gt;&lt;[[FoA_Parent][parent]]&gt;Isopogon&lt;/[[FoA_Parent][parent]]&gt;&lt;[[FoA_Genus][genus]]&gt;Isopogon&lt;/[[FoA_Genus][genus]]&gt;&lt;[[FoA_Name][name]]&gt;dawsonii&lt;/[[FoA_Name][name]]&gt;&lt;[[FoA_Author][author]]&gt;R.T.Baker&lt;/[[FoA_Author][author]]&gt; &lt;[[FoA_Protologue][protologue]]&gt;&lt;[[FoA_Ref][ref]]&gt;&lt;[[FoA_I][i]]&gt;Proc. Linn. Soc. New South Wales&lt;/[[FoA_I][i]]&gt; ser. 2, : 658,°t.°45&lt;/[[FoA_Ref][ref]][[FoA_Date][date]]1895/[[FoA_Date][date]][[FoA_AsName][as_name]][[FoA_I][i]]dawsoni/[[FoA_I][i]]/[[FoA_AsName][as_name]]/[[FoA_Protologue][protologue]]/[[FoA_NameInfo][name_info]] will deliver online as Isopogon dawsonii R.T.Baker, Proc. Linn. Soc. New South Wales ser. 2, 9: 658, t. 45 (1895), as dawsoni""","&lt;[[FoA_AsName][as_name]]&gt; indicates it was published as the &lt;[[FoA_Name][name]]&lt; indicated. Normally this element will be nested within &lt;[[FoA_Protologue][protologue]]&gt;. However where there is no &lt;[[FoA_Protologue][protologue]]&gt; then it is placed under &lt;[[FoA_NameInfo][name_info]]&gt; e.g. &lt;[[FoA_NameInfo][name_info]]&gt;&lt;[[FoA_Rank][rank]]&gt;sp.&lt;/[[FoA_Rank][rank]]&gt;&lt;[[FoA_Parent][parent]]&gt;Isopogon&lt;/[[FoA_Parent][parent]]&gt;&lt;[[FoA_Genus][genus]]&gt;Isopogon&lt;/[[FoA_Genus][genus]]&gt;&lt;[[FoA_Name][name]]&gt;dawsonii&lt;/[[FoA_Name][name]]&gt;&lt;[[FoA_Author][author]]&gt;R.T.Baker&lt;/[[FoA_Author][author]]&gt; &lt;[[FoA_Protologue][protologue]]&gt;&lt;[[FoA_Ref][ref]]&gt;&lt;[[FoA_I][i]]&gt;Proc. Linn. Soc. New South Wales&lt;/[[FoA_I][i]]&gt; ser. 2, : 658,°t.°45&lt;/[[FoA_Ref][ref]]&gt;&lt;[[FoA_Date][date]]&gt;1895&lt;/[[FoA_Date][date]]&gt;&lt;[[FoA_AsName][as_name]]&gt;&lt;[[FoA_I][i]]&gt;dawsoni&lt;/[[FoA_I][i]]&gt;&lt;/[[FoA_AsName][as_name]]/&lt;/[[FoA_Protologue][protologue]]&gt;&lt;/[[FoA_NameInfo][name_info]]&gt; will deliver online as Isopogon dawsonii R.T.Baker, Proc. Linn. Soc. New South Wales ser. 2, 9: 658, t. 45 (1895), as dawsoni""","","FoA","","Nomenclature","4","","","","","","","","","","","","text","","","","","","","PaulHarvey","1264031279","BaseUserMapping_333","1304790138","13","FoA_Protologue","3692f6b596e83c394d82d671ff5dc25c"
"TaxonProfile/Definitions.FoA_Author","author","","Author is the entire authority for the Name","Author is the entire authority for the Name","","FoA","","Nomenclature","5","","","20 Jan 2010 - 23:49","","","","[[/svn/trunk/trin/bin/oops/TaxonProfile/Definitions/FoA_Author?template=oopshistory][history]]","[[Main.PaulHarvey][Paul Harvey]]","","","","text","","","","","","","PaulHarvey","1264031358","BaseUserMapping_333","1304790138","11","FoA_NameInfo","8f8abd910bcd98efe062f40d6a5d0950"
