"Topic","Source","SourceRev","SourcePermaID","Relationship","RelationshipRev","RelationshipPermaID","Destination","DestinationRev","DestinationPermaID","Notes","HappinessIndex","META:CREATEINFO.author","META:CREATEINFO.date","info.author","info.date","info.version","parent.name","preferences[name='PERM_ID_MD5'].value"
"TaxonProfile/Relationships.Relationship113","TaxonProfile/Definitions.Birds_Food","6","59c5cacb8915211ca01a1d04aa1cc83f","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Trophic","2","35ceb1a89edeeb38bdf7fcbe5f24f6fa"," "," 1 ","BaseUserMapping_333","1295834032","BaseUserMapping_333","1304790608","2","","cc86fac5ec7fab65e2e0e07eb9f50d25"
"TaxonProfile/Relationships.Relationship1130","TaxonProfile/Definitions.FM_Paraphyses","3","8c8327dd7ce204759ea382c556fcf6aa","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660114","GarryJolleyRogers","1337660114","1","Relationships","6f014d9fcef55087d1d0b81b2903ef9f"
"TaxonProfile/Relationships.Relationship1131","TaxonProfile/Definitions.FM_Paraphyses","3","8c8327dd7ce204759ea382c556fcf6aa","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660118","GarryJolleyRogers","1337660118","1","Relationships","6272f378fbea12eca4ce071b2e9cc243"
"TaxonProfile/Relationships.Relationship1132","TaxonProfile/Definitions.FM_Peridium","3","5b25e3d02a0e3f9609df04f51648bdb0","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660146","GarryJolleyRogers","1337660146","1","Relationships","0686df8ea6f815d8df79b8f48d79d21a"
"TaxonProfile/Relationships.Relationship1133","TaxonProfile/Definitions.FM_Photobionts","3","346e5fa49071a025ac041fb71224b187","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660206","GarryJolleyRogers","1337660206","1","Relationships","de2377d050e183b919b803a6331a95ad"
"TaxonProfile/Relationships.Relationship1134","TaxonProfile/Definitions.FM_PhenologyImage1","3","6efa7fa50ebbcf0f19a9600e346420f1","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Phenology","8","b7d57f1cca4e6c322a193c39d0a31955","","","GarryJolleyRogers","1337660232","GarryJolleyRogers","1337660232","1","Relationships","72f0a913413de2391735c4f659e67f10"
"TaxonProfile/Relationships.Relationship1135","TaxonProfile/Definitions.FM_Pileipellis","3","96c05e97b833375482cead600ac784e2","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660282","GarryJolleyRogers","1337660282","1","Relationships","c810e640ed3df96c4156d788959ef4cb"
"TaxonProfile/Relationships.Relationship1136","TaxonProfile/Definitions.FM_Pileocystidia","3","110ed00566219932cc43862c1c131925","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660303","GarryJolleyRogers","1337660303","1","Relationships","f5cbd0279158dabb093854553a83bae4"
"TaxonProfile/Relationships.Relationship1137","TaxonProfile/Definitions.FM_PileusTrama","3","53f88a2482ae36668f4d27b82e7d8a95","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660321","GarryJolleyRogers","1337660321","1","Relationships","a022d9ebf60139ea16b1015ee8694161"
"TaxonProfile/Relationships.Relationship1138","TaxonProfile/Definitions.FM_Plasmodiocarp","3","6ea6e917c3e6c5c6ff7f67ba1e6c3313","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660350","GarryJolleyRogers","1337660350","1","Relationships","62028720e9edd9c920d22e9665ce1960"
"TaxonProfile/Relationships.Relationship1139","TaxonProfile/Definitions.FM_Plasmodium","4","2bdc69e68496fbf9793b3c29d196de6f","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660376","GarryJolleyRogers","1337660376","1","Relationships","4d15d0c50205871847dfc84e567277db"
"TaxonProfile/Relationships.Relationship114","TaxonProfile/Definitions.Birds_Habitat","3","0dff62fbcdd31015f9f5c94aef48d768","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Habitat","13","a8ae5ce291395a0c1a82d4bd1055b072"," "," 1 ","BaseUserMapping_333","1295834032","BaseUserMapping_333","1304790608","2","","e966e9e3669efe1b31b00a5d738f6022"
"TaxonProfile/Relationships.Relationship1140","TaxonProfile/Definitions.FM_Pores","3","66b2c1048b5654b56ddbbed691299985","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337660396","GarryJolleyRogers","1337660396","1","Relationships","e2a5f56be7d97444518db73cdc45b859"
"TaxonProfile/Relationships.Relationship1141","TaxonProfile/Definitions.FM_PronounciationGenus","4","72ff69dd631632597049756afcf0eac9","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_PronunciationGenus","1","b02e17b7c556516e5f1bd87e52d8f06c","","","GarryJolleyRogers","1337661212","GarryJolleyRogers","1337661212","1","Relationships","030599280b31155e2688a590f69174e2"
"TaxonProfile/Relationships.Relationship1142","TaxonProfile/Definitions.FM_PronounciationSpecies","4","8031c4954ddb597b0eeb9303ef847ec0","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_PronunciationSpecies","1","902403c3a117bb1affdbb11583e77c77","","","GarryJolleyRogers","1337661256","GarryJolleyRogers","1337661256","1","Relationships","b69676e70e8ba7fad145a12648d61f21"
"TaxonProfile/Relationships.Relationship1143","TaxonProfile/Definitions.FM_RarityOfReports","3","18801c7f13812eaed50d221b0d6f8022","SKOS_ExactMatch","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Rarity","1","bf4fd428a27ab1d5abd3763c3227a6f0","","0","GarryJolleyRogers","1337662930","GarryJolleyRogers","1337662930","1","Relationships","897eced52f5219c7718c16024b009d12"
"TaxonProfile/Relationships.Relationship1144","TaxonProfile/Definitions.FM_RepresentativeImage","4","4155d1f8cb692c633993c045f2e01ffe","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_PrimaryFigure","3","c9d37f7d0502fe23abe480e88a0b2097","","","GarryJolleyRogers","1337662862","GarryJolleyRogers","1337662862","1","Relationships","70102812e4680897700dc10397051f49"
"TaxonProfile/Relationships.Relationship1145","TaxonProfile/Definitions.FM_ScientificName","5","04271f89a44a41c71201507e6c2adf12","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_ScientificName","12","7a514be68aca0d74887ee499b874f80e","","","GarryJolleyRogers","1337662922","GarryJolleyRogers","1337662922","1","Relationships","5b0c834b80fd86e24cd63e854ad0a36d"
"TaxonProfile/Relationships.Relationship1146","TaxonProfile/Definitions.FM_ScientificNameWithAuthor","3","8a26d25f3611b7359ea62f92815c20b9","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_ScientificNameAndAuthority","4","17e1a9987ed3a0e184963c80564347cf","","","GarryJolleyRogers","1337662955","GarryJolleyRogers","1337662955","1","Relationships","d611e163ee867e95a958cee9a19474dc"
"TaxonProfile/Relationships.Relationship1147","TaxonProfile/Definitions.FM_Smell","3","ed5dc428e01cdb942e2701d816bc858e","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337662979","GarryJolleyRogers","1337662979","1","Relationships","59a3e7dba9a9b9a819d9e848bd847acf"
"TaxonProfile/Relationships.Relationship1148","TaxonProfile/Definitions.FM_SourcesComments","3","2eddc819545351a0fa814f0b2ed0cd9c","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_CitationNotes","1","c762b5ae3e67ea690ef44fc3b07e5959","","","GarryJolleyRogers","1337668928","GarryJolleyRogers","1337668928","1","Relationships","c4e13ce68aad775d953e0cd88064c9a0"
"TaxonProfile/Relationships.Relationship1149","TaxonProfile/Definitions.FM_SourcesLiterature","3","b98deb7363e6fd0a57520afb41f2af8c","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_CitationNotes","1","c762b5ae3e67ea690ef44fc3b07e5959","","","GarryJolleyRogers","1337669119","GarryJolleyRogers","1337669119","1","Relationships","064dde01dde495e7ce8af9e91402c402"
"TaxonProfile/Relationships.Relationship115","TaxonProfile/Definitions.Birds_Measurements","6","e558017ab4e4df0a39b40d0b7ef62814","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Measurements","1","ce176e4dc7624a316790fceace4a3135"," "," 1 ","BaseUserMapping_333","1295834032","BaseUserMapping_333","1304790608","2","","cdd27507f404a6827506b193a905ca43"
"TaxonProfile/Relationships.Relationship1150","TaxonProfile/Definitions.FM_SourcesOther","3","8f03d535841c787f1ebeb5a789fada91","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Sources","1","0104c3ef92321e48c63cae7f41601021","","","GarryJolleyRogers","1337672030","GarryJolleyRogers","1337672030","1","Relationships","9bc050563323ac0452bdb103113369c7"
"TaxonProfile/Relationships.Relationship1151","TaxonProfile/Definitions.FM_SourcesSpecimens","3","97d522cd7c28ca1ccc511c5ebc71d32d","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_RepresentativeSpecimens","8","176e26d46f375d8e12d5c79d98ba1e70","","","GarryJolleyRogers","1337672205","GarryJolleyRogers","1337672205","1","Relationships","d497a63028a2d5e6db4e82b5623ae457"
"TaxonProfile/Relationships.Relationship1152","TaxonProfile/Definitions.FM_Species","3","c47df36c23c885e6611e046f618cb6c1","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Species","1","6a3b6126b97c7099267e7bb8b9070c39","","","GarryJolleyRogers","1337672440","GarryJolleyRogers","1337672440","1","Relationships","68630482b252fad71a93e4ab1f79d586"
"TaxonProfile/Relationships.Relationship1153","TaxonProfile/Definitions.FM_Sporangium","3","c2ed142d40ba364818e5d6dd31db561a","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672475","GarryJolleyRogers","1337672475","1","Relationships","7d7eac964e0a62c51af0c9dca8c0fe5a"
"TaxonProfile/Relationships.Relationship1154","TaxonProfile/Definitions.FM_SporeMassGleba","4","e7d330bd120efcde87bfb9953a5a7a3e","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672494","GarryJolleyRogers","1337672494","1","Relationships","76e842ab77fcf56942f26ba5c5c15c35"
"TaxonProfile/Relationships.Relationship1155","TaxonProfile/Definitions.FM_SporePrint","4","e3d3225f649624598d48cebb6729b78f","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672512","GarryJolleyRogers","1337672512","1","Relationships","90a76650fc4f1834e37805bffdee383f"
"TaxonProfile/Relationships.Relationship1156","TaxonProfile/Definitions.FM_SporeSacEndoperidium","4","bc0ee9b04c62f2ed9f6ff9f1aa47fbb5","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672530","GarryJolleyRogers","1337672530","1","Relationships","ad7ac6372e0cd141d480181f2addebf7"
"TaxonProfile/Relationships.Relationship1157","TaxonProfile/Definitions.FM_Spores","3","b99d2c05004449d173b639f3deb6ca58","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672556","GarryJolleyRogers","1337672556","1","Relationships","92435e80bde62a75cbfff14244f81e4d"
"TaxonProfile/Relationships.Relationship1158","TaxonProfile/Definitions.FM_Stem","4","9d02af2c689e59640171636b82a1320a","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672779","GarryJolleyRogers","1337672779","1","Relationships","20f523af211c32c6d14af33605b7b470"
"TaxonProfile/Relationships.Relationship1159","TaxonProfile/Definitions.FM_StemCystidia","3","8c60c964b544823438465eee439bf1ba","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672802","GarryJolleyRogers","1337672802","1","Relationships","a80fe99480e9fab553ec7889b817c9dd"
"TaxonProfile/Relationships.Relationship116","TaxonProfile/Definitions.Birds_Moults","4","075d12348e8b5dab6c83ff1c6490a212","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_Moults","1","087d6e199d0f5d0410f074979cbad1f8"," "," 1 ","BaseUserMapping_333","1295834032","BaseUserMapping_333","1304790608","2","","c14c90fd7997f8eae1fce2b3f53cc25d"
"TaxonProfile/Relationships.Relationship1160","TaxonProfile/Definitions.FM_StemTrama","3","d9e102d191a8858b24994b39a894e5a9","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672848","GarryJolleyRogers","1337672848","1","Relationships","afdb59d66228ec7a3b40764f248a13dc"
"TaxonProfile/Relationships.Relationship1161","TaxonProfile/Definitions.FM_Morphogroup","2","0ff8c735bb3ef391916ab995299915a0","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672897","GarryJolleyRogers","1337672897","1","Relationships","95081c6e4828276d7599d2e0b3c63f48"
"TaxonProfile/Relationships.Relationship1162","TaxonProfile/Definitions.FM_Subhymenium","3","82ad6a54fd63459338a0d0aae266b2c1","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337672928","GarryJolleyRogers","1337672928","1","Relationships","5642a5ae515933277cba43c181dcc5f6"
"TaxonProfile/Relationships.Relationship1163","TaxonProfile/Definitions.FM_Substrate","3","896667c4af555970bb099ed5b6b6a602","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Substrate","4","8c3eed3fd65d4ba7bf030f512f90fcd1","","","GarryJolleyRogers","1337672966","GarryJolleyRogers","1337672966","1","Relationships","73b2e67d3ae883378e80f8209b1f8e30"
"TaxonProfile/Relationships.Relationship1164","TaxonProfile/Definitions.FM_Synonomy","3","ca98d3a5258cb7a0b1ee0059b36a3a3c","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Synonyms","7","0ac75a585c03c477414546a02ebc986c","","","GarryJolleyRogers","1337673022","GarryJolleyRogers","1337673022","1","Relationships","2e537fffa735a4f6653b3b9357eba811"
"TaxonProfile/Relationships.Relationship1165","TaxonProfile/Definitions.FM_Taste","4","5f9de3d996f56f3eb10c10fc5414ac4d","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337673042","GarryJolleyRogers","1337673042","1","Relationships","6c877d2ab728307fbf8c43603fd21039"
"TaxonProfile/Relationships.Relationship1166","TaxonProfile/Definitions.FM_Taxon","4","7544a754ae609445a8021d3e9038281d","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_UID","3","9b171ae5f7847e7654a0ac8de588a0d7","","","GarryJolleyRogers","1337736646","GarryJolleyRogers","1337736646","1","Relationships","29dee8a9be6ab205807ee1bc8d0e0ca0"
"TaxonProfile/Relationships.Relationship1167","TaxonProfile/Definitions.FM_Teeth","4","d2a48478a66acd3566750159423c0c1d","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337736720","GarryJolleyRogers","1337736720","1","Relationships","aeea44b9bc7ea5eb6e83dce23a8ee548"
"TaxonProfile/Relationships.Relationship1168","TaxonProfile/Definitions.FM_ImageTextComments","4","4c657846a6392db66a5cb8582115fb69","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_ImageNotes","1","6e848d81f7f70b016b180fd752930796","","","GarryJolleyRogers","1337737408","GarryJolleyRogers","1337737408","1","Relationships","35ba4b8bb0bf18275bc8acb47dbb0859"
"TaxonProfile/Relationships.Relationship1169","TaxonProfile/Definitions.FM_Thallus","4","82fed75098c109173821bd408daa86ec","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337737467","GarryJolleyRogers","1337737467","1","Relationships","976b878e224e21b73c85dbb602ea6cc4"
"TaxonProfile/Relationships.Relationship117","TaxonProfile/Definitions.Birds_Movements","6","53939ba35dac9891f0f5e4b9058cc105","SKOS_CloseMatch","1","46c4d40afd769b2d8413218bcdd62f8e","TaxonProfile/Definitions.WC_SpatioTemporalMovements","2","a352034bc6acaa6d5e8d4a5c2cfab4a5"," "," 1 ","BaseUserMapping_333","1295834032","BaseUserMapping_333","1304790608","2","","55bc46025ca90d8e6f958eb84503ec39"
"TaxonProfile/Relationships.Relationship1170","TaxonProfile/Definitions.FM_TissueTypes","3","9f81fe93ccd0dac7878379d51c6329cb","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337737503","GarryJolleyRogers","1337737503","1","Relationships","11ec0c43d48e8346cfa14dd6dcf82ed0"
"TaxonProfile/Relationships.Relationship1171","TaxonProfile/Definitions.FM_TissueTypes","3","9f81fe93ccd0dac7878379d51c6329cb","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337737509","GarryJolleyRogers","1337737509","1","Relationships","3e6b3f775e36bd4f200a9838b4991d4a"
"TaxonProfile/Relationships.Relationship1172","TaxonProfile/Definitions.FM_UpperSurface","4","a5a6480d4b62849423f948609a6b2a7d","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337737537","GarryJolleyRogers","1337737537","1","Relationships","a82f67b6e910de268f0f97a2a7774e5e"
"TaxonProfile/Relationships.Relationship1173","TaxonProfile/Definitions.FM_WeedStatus","3","d472894d0ad5716a9947623881dc4544","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_WeedStatus","4","47382d2818530f4154c02e8e3769b70d","","","GarryJolleyRogers","1337737671","GarryJolleyRogers","1337737671","1","Relationships","580c8a5887c255c037d2ca5d45ee9d57"
"TaxonProfile/Relationships.Relationship1174","TaxonProfile/Definitions.FM_Genus","3","30758167daf591269498ec6267df9e45","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Genus","12","16f4e1992550393b34cfc662100f3417","","","GarryJolleyRogers","1337740219","GarryJolleyRogers","1337740219","1","Relationships","f7e3c585dab98026c961ada62fd8cf63"
"TaxonProfile/Relationships.Relationship1175","TaxonProfile/Definitions.FM_GillFolds","3","207a6f986feee1cc383ed0b346464e46","DCTerms_IsPartOf","6","feb06b8c3d2ce31e91f675479d249405","TaxonProfile/Definitions.WC_Description","36","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337740254","GarryJolleyRogers","1337740254","1","Relationships","b0a54df789609b968e40c97271cf0852"
"TaxonProfile/Relationships.Relationship1176","TaxonProfile/Definitions.SeaSlug_Author","2","2a00b9972ea85bcb80efda0dd2ce51f2","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_TaxonAuthorYear","9","da074136476f0cb9859e10fc02e32351","","0","GarryJolleyRogers","1337746421","GarryJolleyRogers","1337746421","1","Relationships","1442e5dda4b073cab1dec2e640da36f8"
"TaxonProfile/Relationships.Relationship1178","TaxonProfile/Definitions.SeaSlug_AuthorshipDetails","3","f40e97572b1031636f376440eb9c2004","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Author","9","da074136476f0cb9859e10fc02e32351","","0","GarryJolleyRogers","1337749865","GarryJolleyRogers","1337749865","1","Relationships","e2717824f136bd952f7583c626d50979"
"TaxonProfile/Relationships.Relationship1179","TaxonProfile/Definitions.SeaSlug_BodyText","4","485710600863b17210e9c6af5f73fd5f","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Description","35","d176a8f34d68f8957c4bfb7242017481","","","GarryJolleyRogers","1337749238","GarryJolleyRogers","1337749238","1","Relationships","2a9503da68998175f5c2a22215e93eef"
"TaxonProfile/Relationships.Relationship118","TaxonProfile/Definitions.Birds_Nesting","6","e16226f95fca57f0f3d12a20b50ebf0a","SKOS_ExactMatch","1","618a708e84e458a62e1d4204a1260a65","TaxonProfile/Definitions.WC_NestingBehaviour","1","9c9418090340b206efecb2abf83b0421"," "," 1 ","BaseUserMapping_333","1295834032","BaseUserMapping_333","1304790609","2","","dd1907e148066bb6213868cb81b63c51"
"TaxonProfile/Relationships.Relationship1180","TaxonProfile/Definitions.SeaSlug_Caption","2","2d391dd1453e912df227876aaf1a7150","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Caption","1","77ffb804e66033771ab7c972b8b3952a","","","GarryJolleyRogers","1337749659","GarryJolleyRogers","1337749659","1","Relationships","7de6c8d1c75bb816b78140a05f20aa89"
"TaxonProfile/Relationships.Relationship1181","TaxonProfile/Definitions.SeaSlug_CiteName","2","4070ca88825d29fd10bdda13ef254f68","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Author","24","6f1f1bfd59946141af473953c679d164","","","GarryJolleyRogers","1337749819","GarryJolleyRogers","1337749819","1","Relationships","6d1954adcf2b04f433ab7f25e60aa0d6"
"TaxonProfile/Relationships.Relationship1182","TaxonProfile/Definitions.SeaSlug_CiteSwitch","1","7ae02c4b1856c39888e6d57c309241d2","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_ReviewStatus","1","5b7baf1dd39b071c7d17dd221e0f429a","","","GarryJolleyRogers","1337750055","GarryJolleyRogers","1337750055","1","Relationships","d9d83212b5ac3a0a32a6f567176dc57d"
"TaxonProfile/Relationships.Relationship1183","TaxonProfile/Definitions.SeaSlug_Class","2","71b18ec760e2714a009573ccb766c4c0","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Class","7","933cb0da0dea62b852a0e4be1bb0f647","","","GarryJolleyRogers","1337750117","GarryJolleyRogers","1337750117","1","Relationships","77a91ba80a2a7d8a08a238a669626b00"
"TaxonProfile/Relationships.Relationship1184","TaxonProfile/Definitions.SeaSlug_Display","2","9e11f4b9f9a848bc3c1c8a6283ddea85","SKOS_BroadMatch","10","3e3e92572dc04a7703e0fa4333eef2db","TaxonProfile/Definitions.WC_ProfileDisplayStatus","1","757881ddc2a328a9295503230eee580e","","","GarryJolleyRogers","1337750391","GarryJolleyRogers","1337750391","1","Relationships","c8000dc5aeb2e055773953bbc3657579"
"TaxonProfile/Relationships.Relationship1185","TaxonProfile/Definitions.SeaSlug_Distribution","2","6692f62251e04129fe10961e30815bda","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Distribution","9","8997182f0d7d40d9c769011eda953f9d","","","GarryJolleyRogers","1337750434","GarryJolleyRogers","1337750434","1","Relationships","8d1a3914477d18e9b5096f5e62dded85"
"TaxonProfile/Relationships.Relationship1186","SeaSlug_Family","Error: topic does not exist","Error: topic does not exist","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Family","10","d4126e8b6a31e940ae9d31734e67746a","","","GarryJolleyRogers","1337750481","GarryJolleyRogers","1337750481","1","Relationships","901e6b1b8b0d0f09ca6495673808c2f1"
"TaxonProfile/Relationships.Relationship1187","TaxonProfile/Definitions.SeaSlug_GenusAbbr","1","ea29548a7e45a9cbe945acff12040009","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_GenusAbbreviation","1","2bca9b192f7b656a8d8d6918fcbb193d","","","GarryJolleyRogers","1337754263","GarryJolleyRogers","1337754263","1","Relationships","108bc24a33975b96fc24c7a4dc234a63"
"TaxonProfile/Relationships.Relationship1188","TaxonProfile/Definitions.SeaSlug_GenusPart","1","9e5297d2d2fdabe0c38ab95689bbe4c3","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Genus","11","16f4e1992550393b34cfc662100f3417","","","GarryJolleyRogers","1337754408","GarryJolleyRogers","1337754408","1","Relationships","81d439e1d71cf72c2dedbf32c028a0d8"
"TaxonProfile/Relationships.Relationship1189","TaxonProfile/Definitions.SeaSlug_HigherClassification","2","680a16bcd8ab124fd351a82b221c12ed","SKOS_ExactMatch","11","3b8646991c4473debf87fd0073ee1075","TaxonProfile/Definitions.WC_Classification","12","bf2de180bae6ad0f89beeb041d3b5de6","","","GarryJolleyRogers","1337754472","GarryJolleyRogers","1337754472","1","Relationships","2dee84cf8053a711100a01dbc0cb69c4"
